,gene_x,subject,PID_x,gene_y,PID_y
2537,BSU_13250,NODE_48_length_25400_cov_144.904316_17,65.639,BMD_RS01035,43.243
2538,BSU_13250,NODE_48_length_25400_cov_144.904316_17,65.639,BMD_RS01590,74.892
2539,BSU_13250,NODE_48_length_25400_cov_144.904316_17,65.639,BMD_RS07965,56.769
2540,BSU_13250,NODE_48_length_25400_cov_144.904316_17,65.639,BMD_RS08580,53.712
2541,BSU_13250,NODE_48_length_25400_cov_144.904316_17,65.639,BMD_RS24335,57.143
2542,BSU_13250,NODE_48_length_25400_cov_144.904316_17,65.639,BMD_RS25445,40.183
2581,BSU_13470,NODE_11_length_62755_cov_125.058282_47,76.923,BMD_RS10920,55.738
2604,BSU_13610,NODE_11_length_62755_cov_125.058282_26,72.0,BMD_RS17150,33.333
2615,BSU_13700,NODE_11_length_62755_cov_125.058282_14,69.65,BMD_RS16020,28.495
2619,BSU_13740,NODE_11_length_62755_cov_125.058282_3,64.344,BMD_RS06140,73.967
2628,BSU_13860,NODE_91_length_15369_cov_123.500850_1,64.641,BMD_RS18930,75.342
2629,BSU_13880,NODE_1_length_132867_cov_126.236720_119,62.724,BMD_RS03805,28.571
2635,BSU_13970,NODE_78_length_17859_cov_131.405691_24,64.925,BMD_RS19240,79.426
2642,BSU_14040,NODE_1_length_132867_cov_126.236720_97,60.494,BMD_RS06345,73.81
2643,BSU_14040,NODE_1_length_132867_cov_126.236720_97,60.494,BMD_RS08325,51.887
2656,BSU_14180,NODE_1_length_132867_cov_126.236720_86,89.407,BMD_RS13660,44.828
2670,BSU_14360,NODE_70_length_19252_cov_126.168136_14,68.421,BMD_RS04065,79.13
2672,BSU_33270,NODE_70_length_19252_cov_126.168136_14,64.84,BMD_RS04065,79.13
2673,BSU_14370,NODE_70_length_19252_cov_126.168136_13,64.662,BMD_RS04070,65.75
2690,BSU_14530,NODE_1_length_132867_cov_126.236720_75,87.59,BMD_RS07535,54.069
2692,BSU_14560,NODE_1_length_132867_cov_126.236720_72,72.067,BMD_RS06470,79.459
2695,BSU_14590,NODE_1_length_132867_cov_126.236720_68,88.344,BMD_RS09110,43.713
2697,BSU_14600,NODE_1_length_132867_cov_126.236720_67,79.823,BMD_RS07295,30.508
2703,BSU_14650,NODE_1_length_132867_cov_126.236720_59,63.054,BMD_RS06525,70.952
2705,BSU_14670,NODE_1_length_132867_cov_126.236720_57,67.176,BMD_RS06535,77.481
2708,BSU_14780,NODE_1_length_132867_cov_126.236720_53,71.287,BMD_RS06550,74.038
2718,BSU_14890,NODE_1_length_132867_cov_126.236720_42,61.605,BMD_RS06610,78.409
2721,BSU_14920,NODE_1_length_132867_cov_126.236720_39,61.468,BMD_RS06625,74.107
2729,BSU_15010,NODE_12_length_59855_cov_136.825220_4,63.333,BMD_RS20790,79.255
2730,BSU_15010,NODE_12_length_59855_cov_136.825220_4,63.333,BMD_RS25435,23.729
2759,BSU_15350,NODE_122_length_9644_cov_129.069719_5,65.403,BMD_RS04390,70.813
2763,BSU_15390,NODE_12_length_59855_cov_136.825220_39,62.941,BMD_RS20615,79.747
2764,BSU_15400,NODE_12_length_59855_cov_136.825220_40,65.882,BMD_RS20610,72.222
2767,BSU_15430,NODE_12_length_59855_cov_136.825220_43,76.413,BMD_RS13235,31.495
2768,BSU_15430,NODE_12_length_59855_cov_136.825220_43,76.413,BMD_RS13250,38.356
2771,BSU_15450,NODE_12_length_59855_cov_136.825220_45,66.234,BMD_RS20585,78.71
2774,BSU_15480,NODE_12_length_59855_cov_136.825220_48,64.434,BMD_RS20570,77.098
2781,BSU_15550,NODE_12_length_59855_cov_136.825220_55,64.348,BMD_RS20535,78.838
2784,BSU_15610,NODE_161_length_5447_cov_150.314339_1,65.041,BMD_RS12655,28.387
2785,BSU_15610,NODE_161_length_5447_cov_150.314339_1,65.041,BMD_RS12685,27.451
2786,BSU_15610,NODE_161_length_5447_cov_150.314339_1,65.041,BMD_RS23855,73.359
2797,BSU_15710,NODE_53_length_23606_cov_131.843597_14,61.805,BMD_RS20490,79.006
2808,BSU_15830,NODE_53_length_23606_cov_131.843597_3,81.513,BMD_RS12530,35.354
2816,BSU_15900,NODE_3_length_98070_cov_142.751472_93,66.559,BMD_RS03945,34.177
2817,BSU_15900,NODE_3_length_98070_cov_142.751472_93,66.559,BMD_RS20390,76.19
2824,BSU_15910,NODE_3_length_98070_cov_142.751472_92,73.684,BMD_RS07950,33.858
2825,BSU_15910,NODE_3_length_98070_cov_142.751472_92,73.684,BMD_RS08045,40.408
2826,BSU_15910,NODE_3_length_98070_cov_142.751472_92,73.684,BMD_RS13935,39.837
2827,BSU_15910,NODE_3_length_98070_cov_142.751472_92,73.684,BMD_RS16785,38.956
2844,BSU_15920,NODE_3_length_98070_cov_142.751472_91,88.158,BMD_RS13530,38.333
2854,BSU_16020,NODE_3_length_98070_cov_142.751472_82,63.905,BMD_RS20335,78.235
2869,BSU_16190,NODE_3_length_98070_cov_142.751472_64,66.447,BMD_RS20255,72.0
2878,BSU_16290,NODE_3_length_98070_cov_142.751472_54,60.069,BMD_RS20205,69.097
2880,BSU_16310,NODE_3_length_98070_cov_142.751472_52,61.111,BMD_RS20190,73.926
2881,BSU_16320,NODE_3_length_98070_cov_142.751472_51,61.954,BMD_RS20185,73.177
2886,BSU_16380,NODE_3_length_98070_cov_142.751472_45,62.57,BMD_RS20155,78.947
2894,BSU_16470,NODE_3_length_98070_cov_142.751472_36,61.811,BMD_RS20115,68.627
2904,BSU_16570,NODE_3_length_98070_cov_142.751472_26,71.658,BMD_RS07720,27.358
2943,BSU_16930,NODE_40_length_28325_cov_130.622557_17,61.22,BMD_RS19880,74.334
2949,BSU_17000,NODE_60_length_21181_cov_126.338277_18,73.711,BMD_RS07475,53.333
2955,BSU_17050,NODE_60_length_21181_cov_126.338277_13,66.407,BMD_RS19815,77.308
2956,BSU_17070,NODE_32_length_35583_cov_122.758576_35,66.667,BMD_RS07170,57.778
2964,BSU_17290,NODE_57_length_22552_cov_122.070834_21,60.185,BMD_RS08155,33.019
2965,BSU_17290,NODE_57_length_22552_cov_122.070834_21,60.185,BMD_RS15555,78.899
2966,BSU_17290,NODE_57_length_22552_cov_122.070834_21,60.185,BMD_RS17850,40.0
2976,BSU_17330,NODE_60_length_21181_cov_126.338277_11,63.898,BMD_RS19810,79.495
3020,BSU_17840,NODE_99_length_13785_cov_121.700102_11,63.309,BMD_RS10425,67.153
3023,BSU_17870,NODE_29_length_39116_cov_140.738851_8,66.197,BMD_RS19725,75.225
3025,BSU_17890,NODE_29_length_39116_cov_140.738851_10,75.867,BMD_RS15860,59.552
3029,BSU_17930,NODE_29_length_39116_cov_140.738851_16,62.288,BMD_RS19685,79.661
3030,BSU_17950,NODE_29_length_39116_cov_140.738851_19,66.234,BMD_RS16580,31.613
3031,BSU_17950,NODE_29_length_39116_cov_140.738851_19,66.234,BMD_RS19675,75.974
3034,BSU_17980,NODE_93_length_15227_cov_99.800726_2,87.234,BMD_RS12395,79.167
3041,BSU_18030,NODE_4_length_97076_cov_120.918257_97,66.216,BMD_RS12365,68.421
3042,BSU_18040,NODE_4_length_97076_cov_120.918257_95,64.463,BMD_RS12355,76.642
3043,BSU_18050,NODE_36_length_30262_cov_128.448070_3,61.856,BMD_RS04515,74.49
3045,BSU_18070,NODE_4_length_97076_cov_120.918257_93,66.489,BMD_RS12345,76.531
3046,BSU_18070,NODE_4_length_97076_cov_120.918257_93,66.489,BMD_RS13795,51.579
3055,BSU_18180,NODE_81_length_16569_cov_123.137461_1,65.657,BMD_RS07200,62.687
3058,BSU_35670,NODE_81_length_16569_cov_123.137461_1,84.08,BMD_RS07200,62.687
3059,BSU_18190,NODE_98_length_14075_cov_119.331762_8,64.948,BMD_RS12920,72.959
3069,BSU_18260,NODE_7_length_77487_cov_135.428446_43,63.228,BMD_RS04330,23.56
3070,BSU_18260,NODE_7_length_77487_cov_135.428446_43,63.228,BMD_RS11240,29.532
3074,BSU_18400,NODE_48_length_25400_cov_144.904316_6,64.935,BMD_RS01495,76.623
3082,BSU_18460,NODE_41_length_28144_cov_287.375387_14,75.415,BMD_RS00850,28.763
3083,BSU_18460,NODE_41_length_28144_cov_287.375387_14,75.415,BMD_RS03535,37.374
3084,BSU_18460,NODE_41_length_28144_cov_287.375387_14,75.415,BMD_RS08160,29.15
3086,BSU_18460,NODE_41_length_28144_cov_287.375387_14,75.415,BMD_RS16060,30.769
3087,BSU_18460,NODE_41_length_28144_cov_287.375387_14,75.415,BMD_RS17975,27.365
3100,BSU_18480,NODE_58_length_22324_cov_106.349485_10,61.905,BMD_RS10870,78.777
3143,BSU_19180,NODE_39_length_29834_cov_124.570656_14,72.84,BMD_RS07160,69.186
3148,BSU_19210,NODE_36_length_30262_cov_128.448070_14,73.958,BMD_RS04595,68.235
3149,BSU_19210,NODE_36_length_30262_cov_128.448070_14,73.958,BMD_RS10845,64.0
3150,BSU_19220,NODE_100_length_13446_cov_108.778592_3,60.034,BMD_RS10725,74.225
3160,BSU_25020,NODE_7_length_77487_cov_135.428446_22,81.773,BMD_RS13200,40.099
3167,BSU_19440,NODE_6_length_84183_cov_123.491630_19,61.435,BMD_RS09590,73.362
3179,BSU_33680,NODE_5_length_93380_cov_122.726547_79,63.303,BMD_RS09330,59.259
3200,BSU_19680,NODE_65_length_20146_cov_124.136678_20,61.765,BMD_RS19460,68.056
3229,BSU_19950,NODE_16_length_54124_cov_156.061039_10,68.254,BMD_RS02420,77.966
3230,BSU_19950,NODE_16_length_54124_cov_156.061039_10,68.254,BMD_RS07580,76.667
3231,BSU_19950,NODE_16_length_54124_cov_156.061039_10,68.254,BMD_RS18220,78.333
3232,BSU_19950,NODE_16_length_54124_cov_156.061039_10,68.254,BMD_RS18275,76.667
3234,BSU_29570,NODE_16_length_54124_cov_156.061039_10,74.576,BMD_RS02420,77.966
3235,BSU_29570,NODE_16_length_54124_cov_156.061039_10,74.576,BMD_RS07580,76.667
3236,BSU_29570,NODE_16_length_54124_cov_156.061039_10,74.576,BMD_RS18220,78.333
3237,BSU_29570,NODE_16_length_54124_cov_156.061039_10,74.576,BMD_RS18275,76.667
3257,BSU_21710,NODE_4_length_97076_cov_120.918257_11,63.455,BMD_RS05625,32.026
3281,BSU_22020,NODE_44_length_26026_cov_120.653320_14,60.241,BMD_RS07000,68.235
3288,BSU_22080,NODE_44_length_26026_cov_120.653320_23,61.155,BMD_RS06950,79.051
3289,BSU_22080,NODE_44_length_26026_cov_120.653320_23,61.155,BMD_RS18570,38.54
3291,BSU_35910,NODE_36_length_30262_cov_128.448070_8,64.22,BMD_RS04565,74.847
3316,BSU_22420,NODE_1_length_132867_cov_126.236720_23,61.922,BMD_RS06705,69.751
3320,BSU_22460,NODE_1_length_132867_cov_126.236720_27,66.22,BMD_RS06685,78.61
3322,BSU_22470,NODE_1_length_132867_cov_126.236720_28,63.478,BMD_RS06680,74.894
3329,BSU_22530,NODE_138_length_8120_cov_131.085167_7,63.243,BMD_RS20830,77.32
3337,BSU_22600,NODE_72_length_19087_cov_116.812678_5,65.952,BMD_RS20865,66.348
3340,BSU_22640,NODE_50_length_24977_cov_129.268353_23,71.679,BMD_RS18905,23.429
3348,BSU_22720,NODE_50_length_24977_cov_129.268353_16,63.529,BMD_RS20920,70.428
3351,BSU_22750,NODE_50_length_24977_cov_129.268353_13,70.815,BMD_RS15395,29.839
3355,BSU_22780,NODE_50_length_24977_cov_129.268353_10,88.77,BMD_RS05320,50.847
3364,BSU_22870,NODE_165_length_4931_cov_129.138237_1,60.286,BMD_RS20995,78.797
3372,BSU_22950,NODE_160_length_5537_cov_129.721612_5,73.75,BMD_RS21040,77.188
3381,BSU_23040,NODE_18_length_52237_cov_130.949827_9,85.542,BMD_RS04415,65.0
3385,BSU_23070,NODE_18_length_52237_cov_130.949827_11,64.504,BMD_RS11580,35.294
3389,BSU_23120,NODE_18_length_52237_cov_130.949827_14,77.778,BMD_RS03835,37.615
3391,BSU_23130,NODE_18_length_52237_cov_130.949827_15,68.286,BMD_RS21120,78.372
3392,BSU_23140,NODE_18_length_52237_cov_130.949827_16,62.308,BMD_RS21125,73.048
3406,BSU_23328,NODE_92_length_15362_cov_115.161596_1,77.612,BMD_RS10835,67.164
3409,BSU_23380,NODE_18_length_52237_cov_130.949827_28,68.864,BMD_RS11210,56.944
3428,BSU_23550,NODE_41_length_28144_cov_287.375387_6,76.443,BMD_RS09780,27.938
3430,BSU_23550,NODE_41_length_28144_cov_287.375387_6,76.443,BMD_RS12750,27.273
3431,BSU_23550,NODE_41_length_28144_cov_287.375387_6,76.443,BMD_RS18170,26.448
3440,BSU_23560,NODE_107_length_12129_cov_347.698058_12,70.538,BMD_RS09730,78.834
3442,BSU_23570,NODE_41_length_28144_cov_287.375387_5,81.474,BMD_RS11055,43.886
3449,BSU_23610,NODE_18_length_52237_cov_130.949827_47,65.746,BMD_RS21275,79.891
3450,BSU_23616,NODE_18_length_52237_cov_130.949827_48,65.789,BMD_RS21280,75.61
3451,BSU_23620,NODE_18_length_52237_cov_130.949827_49,64.286,BMD_RS21285,70.915
3460,BSU_23770,NODE_57_length_22552_cov_122.070834_11,63.614,BMD_RS09910,60.698
3473,BSU_23850,NODE_9_length_68904_cov_166.400657_65,71.224,BMD_RS07365,43.918
3474,BSU_23850,NODE_9_length_68904_cov_166.400657_65,71.224,BMD_RS09310,46.377
3475,BSU_23850,NODE_9_length_68904_cov_166.400657_65,71.224,BMD_RS15865,48.447
3480,BSU_23910,NODE_163_length_5205_cov_127.572348_6,79.357,BMD_RS11160,28.161
3484,BSU_23920,NODE_163_length_5205_cov_127.572348_5,62.305,BMD_RS03965,31.148
3489,BSU_23940,NODE_163_length_5205_cov_127.572348_2,62.963,BMD_RS21410,69.277
3491,BSU_23960,NODE_21_length_48808_cov_144.287763_51,75.519,BMD_RS01545,60.833
3506,BSU_24030,NODE_21_length_48808_cov_144.287763_43,70.046,BMD_RS21455,76.706
3507,BSU_24050,NODE_21_length_48808_cov_144.287763_41,80.06,BMD_RS09105,34.579
3512,BSU_24100,NODE_21_length_48808_cov_144.287763_36,62.5,BMD_RS07610,33.058
3513,BSU_24100,NODE_21_length_48808_cov_144.287763_36,62.5,BMD_RS07780,52.766
3514,BSU_24100,NODE_21_length_48808_cov_144.287763_36,62.5,BMD_RS21490,70.725
3519,BSU_24120,NODE_23_length_46620_cov_141.339535_14,73.09,BMD_RS03890,29.528
3522,BSU_37170,NODE_9_length_68904_cov_166.400657_37,80.0,BMD_RS16175,31.476
3524,BSU_24160,NODE_9_length_68904_cov_166.400657_39,62.324,BMD_RS08050,32.979
3525,BSU_24160,NODE_9_length_68904_cov_166.400657_39,62.324,BMD_RS25130,72.281
3535,BSU_24290,NODE_21_length_48808_cov_144.287763_22,68.571,BMD_RS21545,78.205
3536,BSU_24300,NODE_21_length_48808_cov_144.287763_21,60.317,BMD_RS21550,79.018
3541,BSU_24350,NODE_21_length_48808_cov_144.287763_17,60.119,BMD_RS21570,74.269
3543,BSU_24370,NODE_21_length_48808_cov_144.287763_15,61.654,BMD_RS21580,67.281
3549,BSU_24430,NODE_21_length_48808_cov_144.287763_9,60.465,BMD_RS21610,70.55
3553,BSU_24470,NODE_21_length_48808_cov_144.287763_5,60.284,BMD_RS17505,42.857
3554,BSU_24470,NODE_21_length_48808_cov_144.287763_5,60.284,BMD_RS21630,79.452
3558,BSU_24510,NODE_21_length_48808_cov_144.287763_1,60.515,BMD_RS18685,40.58
3559,BSU_24510,NODE_21_length_48808_cov_144.287763_1,60.515,BMD_RS21650,70.259
3565,BSU_24570,NODE_42_length_27441_cov_131.738562_18,64.266,BMD_RS07380,28.779
3566,BSU_24570,NODE_42_length_27441_cov_131.738562_18,64.266,BMD_RS21690,77.534
3583,BSU_24810,NODE_37_length_30247_cov_147.301856_33,63.265,BMD_RS08760,38.462
3586,BSU_24840,NODE_7_length_77487_cov_135.428446_1,63.033,BMD_RS01000,25.822
3598,BSU_25030,NODE_7_length_77487_cov_135.428446_23,61.491,BMD_RS21865,70.625
3613,BSU_25170,NODE_7_length_77487_cov_135.428446_40,66.578,BMD_RS21940,74.064
3619,BSU_25240,NODE_7_length_77487_cov_135.428446_47,75.094,BMD_RS14050,53.992
3623,BSU_25289,NODE_7_length_77487_cov_135.428446_50,65.217,BMD_RS26295,75.0
3626,BSU_25300,NODE_5_length_93380_cov_122.726547_26,61.832,BMD_RS21995,62.879
3628,BSU_25320,NODE_7_length_77487_cov_135.428446_53,67.308,BMD_RS22005,72.611
3642,BSU_25480,NODE_7_length_77487_cov_135.428446_68,67.55,BMD_RS22080,78.756
3645,BSU_25510,NODE_7_length_77487_cov_135.428446_71,90.083,BMD_RS11875,32.584
3655,BSU_25580,NODE_7_length_77487_cov_135.428446_78,69.399,BMD_RS22130,78.836
3658,BSU_25630,NODE_83_length_16418_cov_147.392448_4,71.505,BMD_RS22155,71.204
3667,BSU_25730,NODE_22_length_47463_cov_128.144874_39,66.555,BMD_RS03725,78.667
3668,BSU_25730,NODE_22_length_47463_cov_128.144874_39,66.555,BMD_RS15855,70.903
3670,BSU_25780,NODE_103_length_12731_cov_120.959538_9,82.857,BMD_RS26580,64.583
3671,BSU_25810,NODE_103_length_12731_cov_120.959538_6,80.435,BMD_RS12000,41.975
3692,BSU_26490,NODE_55_length_22758_cov_111.604206_3,64.504,BMD_RS16220,66.023
3693,BSU_26500,NODE_55_length_22758_cov_111.604206_9,72.222,BMD_RS16235,62.319
3695,BSU_26510,NODE_55_length_22758_cov_111.604206_5,75.549,BMD_RS16230,75.266
3697,BSU_26550,NODE_55_length_22758_cov_111.604206_10,62.5,BMD_RS16260,63.218
3698,BSU_26550,NODE_55_length_22758_cov_111.604206_10,62.5,BMD_RS18725,64.368
3699,BSU_26560,NODE_147_length_7029_cov_126.364499_1,73.469,BMD_RS16900,64.327
3707,BSU_26610,NODE_46_length_25559_cov_123.998587_1,63.218,BMD_RS13970,64.486
3713,BSU_26690,NODE_46_length_25559_cov_123.998587_8,66.287,BMD_RS08885,71.685
3714,BSU_26690,NODE_46_length_25559_cov_123.998587_8,66.287,BMD_RS12705,75.785
3715,BSU_26690,NODE_46_length_25559_cov_123.998587_8,66.287,BMD_RS13580,70.183
3722,BSU_26860,NODE_180_length_3646_cov_130.285794_2,68.586,BMD_RS18410,71.728
3727,BSU_26950,NODE_34_length_32970_cov_130.782781_25,75.61,BMD_RS08660,42.623
3731,BSU_26970,NODE_34_length_32970_cov_130.782781_27,88.127,BMD_RS10640,58.793
3732,BSU_26970,NODE_34_length_32970_cov_130.782781_27,88.127,BMD_RS16880,33.824
3740,BSU_26980,NODE_34_length_32970_cov_130.782781_28,79.688,BMD_RS08085,41.27
3758,BSU_27250,NODE_24_length_44152_cov_141.061940_37,72.149,BMD_RS09135,42.898
3760,BSU_27260,NODE_24_length_44152_cov_141.061940_36,63.312,BMD_RS22215,71.895
3780,BSU_27510,NODE_24_length_44152_cov_141.061940_14,62.963,BMD_RS13515,42.819
3781,BSU_27510,NODE_24_length_44152_cov_141.061940_14,62.963,BMD_RS15685,30.435
3788,BSU_27590,NODE_24_length_44152_cov_141.061940_5,68.182,BMD_RS22380,78.378
3789,BSU_27600,NODE_24_length_44152_cov_141.061940_4,80.597,BMD_RS11670,32.402
3793,BSU_27650,NODE_19_length_50639_cov_156.432795_1,64.898,BMD_RS22400,76.273
3799,BSU_27700,NODE_19_length_50639_cov_156.432795_7,61.25,BMD_RS22425,78.313
3813,BSU_27850,NODE_19_length_50639_cov_156.432795_17,65.583,BMD_RS22480,73.278
3816,BSU_27890,NODE_19_length_50639_cov_156.432795_21,62.069,BMD_RS22500,74.157
3820,BSU_27920,NODE_19_length_50639_cov_156.432795_24,80.653,BMD_RS17180,29.379
3855,BSU_28280,NODE_38_length_30058_cov_156.692839_9,68.537,BMD_RS08330,31.522
3856,BSU_28280,NODE_38_length_30058_cov_156.692839_9,68.537,BMD_RS17335,38.636
3865,BSU_28400,NODE_144_length_7316_cov_143.496616_5,69.784,BMD_RS13030,30.631
3866,BSU_28400,NODE_144_length_7316_cov_143.496616_5,69.784,BMD_RS22765,79.167
3880,BSU_28550,NODE_63_length_20425_cov_147.789168_11,71.728,BMD_RS15770,37.5
3882,BSU_28560,NODE_63_length_20425_cov_147.789168_12,62.162,BMD_RS11250,48.736
3883,BSU_28560,NODE_63_length_20425_cov_147.789168_12,62.162,BMD_RS22900,75.488
3887,BSU_28580,NODE_63_length_20425_cov_147.789168_14,67.681,BMD_RS15695,39.729
3898,BSU_28690,NODE_10_length_64414_cov_278.936102_48,71.982,BMD_RS12820,65.0
3904,BSU_28820,NODE_90_length_15394_cov_145.407129_1,83.978,BMD_RS12695,23.003
3944,BSU_29040,NODE_70_length_19252_cov_126.168136_22,61.111,BMD_RS11470,39.269
3945,BSU_29040,NODE_70_length_19252_cov_126.168136_22,61.111,BMD_RS18150,28.409
3949,BSU_29080,NODE_90_length_15394_cov_145.407129_18,67.308,BMD_RS04355,31.25
3950,BSU_29080,NODE_90_length_15394_cov_145.407129_18,67.308,BMD_RS23050,75.238
3951,BSU_29120,NODE_16_length_54124_cov_156.061039_44,84.244,BMD_RS17750,72.026
3957,BSU_29180,NODE_16_length_54124_cov_156.061039_38,76.491,BMD_RS07410,44.643
3962,BSU_29220,NODE_16_length_54124_cov_156.061039_34,81.127,BMD_RS15165,73.35
3974,BSU_29500,NODE_16_length_54124_cov_156.061039_16,66.667,BMD_RS23210,79.487
3977,BSU_29540,NODE_16_length_54124_cov_156.061039_12,63.636,BMD_RS23230,78.652
3988,BSU_29640,NODE_16_length_54124_cov_156.061039_3,63.354,BMD_RS23270,76.774
3994,BSU_29710,NODE_73_length_19047_cov_150.809805_5,65.974,BMD_RS23300,79.265
4002,BSU_29830,NODE_24_length_44152_cov_141.061940_43,62.547,BMD_RS23365,76.667
4020,BSU_30060,NODE_110_length_11575_cov_151.103583_6,73.508,BMD_RS16120,26.84
4025,BSU_30200,NODE_76_length_18936_cov_176.682645_6,60.372,BMD_RS02285,79.88
4037,BSU_30350,NODE_110_length_11575_cov_151.103583_1,62.657,BMD_RS23480,75.94
4046,BSU_34700,NODE_88_length_15652_cov_128.829342_12,64.729,BMD_RS16195,50.794
4047,BSU_34700,NODE_88_length_15652_cov_128.829342_12,64.729,BMD_RS18695,53.386
4048,BSU_39640,NODE_88_length_15652_cov_128.829342_12,64.706,BMD_RS16195,50.794
4049,BSU_39640,NODE_88_length_15652_cov_128.829342_12,64.706,BMD_RS18695,53.386
4052,BSU_30470,NODE_119_length_10141_cov_150.617647_2,63.095,BMD_RS23490,76.136
4055,BSU_30500,NODE_119_length_10141_cov_150.617647_5,62.784,BMD_RS23505,75.921
4062,BSU_30580,NODE_116_length_10391_cov_148.007078_2,63.424,BMD_RS03150,28.23
4063,BSU_30580,NODE_116_length_10391_cov_148.007078_2,63.424,BMD_RS23545,78.161
4064,BSU_30595,NODE_116_length_10391_cov_148.007078_3,66.768,BMD_RS22810,23.754
4065,BSU_30595,NODE_116_length_10391_cov_148.007078_3,66.768,BMD_RS23550,76.577
4067,BSU_30620,NODE_116_length_10391_cov_148.007078_5,68.302,BMD_RS23560,78.277
4075,BSU_30700,NODE_128_length_8953_cov_150.523772_1,70.0,BMD_RS23605,76.543
4076,BSU_30710,NODE_128_length_8953_cov_150.523772_2,70.32,BMD_RS23610,79.545
4078,BSU_30739,NODE_128_length_8953_cov_150.523772_7,73.585,BMD_RS26260,54.0
4079,BSU_30739,NODE_128_length_8953_cov_150.523772_7,73.585,BMD_RS26330,69.811
4091,BSU_30980,NODE_135_length_8284_cov_150.117704_5,61.958,BMD_RS23710,76.279
4117,BSU_31280,NODE_78_length_17859_cov_131.405691_13,65.909,BMD_RS19280,75.385
4123,BSU_31360,NODE_59_length_21307_cov_152.707772_6,75.959,BMD_RS11390,71.1
4124,BSU_31360,NODE_59_length_21307_cov_152.707772_6,75.959,BMD_RS13885,58.355
4126,BSU_31370,NODE_59_length_21307_cov_152.707772_6,74.227,BMD_RS11390,71.1
4127,BSU_31370,NODE_59_length_21307_cov_152.707772_6,74.227,BMD_RS13885,58.355
4137,BSU_31470,NODE_49_length_25224_cov_157.556011_3,60.406,BMD_RS11845,22.099
4155,BSU_31650,NODE_59_length_21307_cov_152.707772_8,63.158,BMD_RS23935,77.895
4166,BSU_31760,NODE_10_length_64414_cov_278.936102_44,68.681,BMD_RS10475,68.889
4174,BSU_31875,NODE_145_length_7303_cov_143.080542_4,66.701,BMD_RS01750,78.455
4176,BSU_31900,NODE_127_length_9057_cov_141.782517_3,66.25,BMD_RS01740,71.25
4183,BSU_32050,NODE_49_length_25224_cov_157.556011_8,62.733,BMD_RS24025,70.505
4187,BSU_32080,NODE_49_length_25224_cov_157.556011_10,62.264,BMD_RS24040,72.222
4189,BSU_32150,NODE_140_length_7827_cov_122.359484_4,66.474,BMD_RS07825,69.822
4190,BSU_32150,NODE_140_length_7827_cov_122.359484_4,66.474,BMD_RS19100,34.783
4192,BSU_32170,NODE_49_length_25224_cov_157.556011_15,67.719,BMD_RS24065,76.491
4209,BSU_32390,NODE_35_length_30699_cov_187.081706_8,63.121,BMD_RS24165,76.596
4210,BSU_32400,NODE_69_length_19291_cov_115.920839_2,62.5,BMD_RS15915,51.351
4212,BSU_32430,NODE_4_length_97076_cov_120.918257_73,64.569,BMD_RS12185,78.182
4217,BSU_32469,NODE_22_length_47463_cov_128.144874_24,75.0,BMD_RS25865,77.778
4222,BSU_32469,NODE_22_length_47463_cov_128.144874_24,75.0,BMD_RS26250,78.947
4225,BSU_32520,NODE_72_length_19087_cov_116.812678_12,74.265,BMD_RS03900,26.493
4228,BSU_32540,NODE_15_length_57890_cov_144.201287_59,70.69,BMD_RS01770,72.539
4229,BSU_32540,NODE_15_length_57890_cov_144.201287_59,70.69,BMD_RS07285,33.728
4234,BSU_38810,NODE_2_length_103972_cov_145.337677_26,75.616,BMD_RS06935,61.413
4235,BSU_38810,NODE_2_length_103972_cov_145.337677_26,75.616,BMD_RS11485,66.393
4245,BSU_35920,NODE_36_length_30262_cov_128.448070_9,70.588,BMD_RS04570,78.498
4248,BSU_32630,NODE_10_length_64414_cov_278.936102_31,66.307,BMD_RS11220,67.204
4250,BSU_32680,NODE_35_length_30699_cov_187.081706_10,77.778,BMD_RS13520,33.784
4255,BSU_32720,NODE_35_length_30699_cov_187.081706_14,60.87,BMD_RS13545,35.165
4258,BSU_32750,NODE_35_length_30699_cov_187.081706_17,73.235,BMD_RS04275,42.918
4266,BSU_32840,NODE_35_length_30699_cov_187.081706_25,68.302,BMD_RS24250,79.899
4267,BSU_32849,NODE_35_length_30699_cov_187.081706_26,71.739,BMD_RS26345,76.596
4294,BSU_33400,NODE_36_length_30262_cov_128.448070_7,74.729,BMD_RS07730,58.209
4300,BSU_33500,NODE_99_length_13785_cov_121.700102_9,62.843,BMD_RS09225,67.955
4303,BSU_33540,NODE_79_length_17398_cov_160.477109_18,75.943,BMD_RS10390,75.0
4304,BSU_33540,NODE_79_length_17398_cov_160.477109_18,75.943,BMD_RS16440,73.585
4334,BSU_34040,NODE_89_length_15598_cov_156.023645_13,65.106,BMD_RS05995,68.143
4344,BSU_34450,NODE_14_length_58649_cov_164.143806_3,62.602,BMD_RS07455,61.01
4345,BSU_34450,NODE_14_length_58649_cov_164.143806_3,62.602,BMD_RS07605,58.669
4350,BSU_34540,NODE_17_length_52560_cov_173.736505_21,93.75,BMD_RS15080,71.875
4351,BSU_34540,NODE_17_length_52560_cov_173.736505_21,93.75,BMD_RS18435,71.579
4356,BSU_34660,NODE_93_length_15227_cov_99.800726_18,62.786,BMD_RS12585,72.084
4357,BSU_34660,NODE_93_length_15227_cov_99.800726_18,62.786,BMD_RS16590,57.284
